text,label,lang_detected
Los unionistas son todos cornudos ¿¿que mujer no le va a poner los cuernos a esos imbeciles?? Si ninguno vale para nada https://t.co/a8SvZXSgVN,1,es
En los movimientos políticos (desde las bases hasta los sectores institucionalizados) quienes dividen no son quienes combaten la injusticia sino quienes la perpetúan.,1,es
"》 es denigrante, vergonzo, inmoral y desleal, para con la ciudadanía y para tantos que tenemos vínculos con el Cuerpo, justificar o negar los hechos violentis del #1oct por parte del operativo de las FCSE. Ya me es igual. Sé que sabeis y sé que intentais 》",1,es
"@BeatrizGimeno1 me alegro por tí y por todas nosotras Beatriz, y seguro que yo los tengo ya como referentes. Pero no es el momento de echarnos reproches cuando todo dios se cree con derecho a exigirnos lo que no exigen ni a los partidos políticos, ni a los gobiernos.",2,es
"@gablinux @DoradoAlex @josepalay En Cat. los Mossos nos han apaleado decenas de veces, muchos de los que ahora lloran entonces daban palmas con las orejas. Dejad de victimizaros con el 1Oct. solo sirve, para tapar las mentiras de vuestros políticos, os mintieron y os siguen mintiendo en vuestra cara. Sois zombis",0,es
La presión independentista pasa factura a los funcionarios catalanes https://t.co/YwvUfTyDYA,0,es
Lo mismo la solución para acabar con los niños en riesgo de desnutrición es que los políticos de izquierdas coman menos y compartan sus alimentos. https://t.co/ocTQLG7Fbk,0,es
#Bélgica| 1 año después del referéndum catalán:  Es un referéndum real o una crisis permanente .   Reportaje - entrevista de la revista @Knack sobre la crisis #política de #Catalunya.   Muy interesante.  https://t.co/BY13dqqn7S,1,es
"Cuando se aprobó el artículo 155, el portavoz de ERC me acusó de liderar las tropas invasoras. ¿Qué tropas, si fuimos tres personas? Y cuando llegamos todo el mundo se puso a nuestra disposición. No dimitió nadie. https://t.co/38TAKnGGs7",0,es
"PSOE / ??  La España que queremos es la España de la Ciencia, la educación pública, la dependencia, los servicios sociales  Es la España de los derechos, que no acepta retrocesos, la del 8-M  Es la España ecologista  Es la España global, solidaria, europeísta #LaEspañaQueQuieres https://t.co/gc94eQ8Kc5",0,es
"Está escoria de jueces antidemocrático tercermundista que su poder emana de una monarquía corrupta impune,  juzgue a Oriol Junqueras, el único político honesto del país es una aberración. @junqueras #JoAcuso  #YoVoyConLaRepública #FakeSuprem #murallahumana https://t.co/Y1dyXUZCf8",1,es
Son más serios los juicios en #PolòniaTV3 Que los #JudiciFarsa en el tribunal Supremo español  #JudiciTV3CatRàdio #LlibertatPresosPolítics #AltsasukoakAske 👇👇👇  https://t.co/qwngJyEPXa,1,es
"13. Pablo Iglesias, 5 de octubre de 2017. (4 días después de la  rebelión !!!)  Un tuit sobre la violencia del Gobierno español. https://t.co/EjPuewqeSu",1,es
@GirautaOficial @CiudadanaMartaR unos de BALEARES que han comprado el lenguaje indepe EL PP TIENE PROBLEMAS POR ESO ALLI,1,es
"@AlmudenaMartn6 Si está es la izquierda que tiene que luchar contra el fascismo, ahora entiendo porque no levanta cabeza... sois la misma mierda",1,es
"@elnacionalcat A este tipo lo he visto reivindicar un referéndum de autodeterminación, proponer una monarquía federal, aplicar el 155, hacerse fotos con fachas en manís fachas y bailar como una mesa camilla en un terremoto. Ya no me extañaria verlo cualquier día en patinete y casco de aviador.",1,es
@ToniPrez9 @_DonPelayo_ ¿Y no sería obligado que esa mastuerzas se leyeran la constitución y la conoceran antes de poder acceder a sus cargos? En cualquier otro trabajo te exigen conocimeintos ¿por qué para un cargo público tienes que ser lo más ignorante posible? 😳😳😳😳,0,es
"Contundents declaracions de @JoanTarda a @nicolastomas : “Sense el referèndum a la taula, no hi ha pressupostos de Sánchez” a @elnacionalcat https://t.co/kagNXH6EOT",1,es
"Sigo a todos los que me sigan, por una España unida. Vamos a reventar las urnas de papeletas de @vox_es  #SiguemeYTeSigoVOX  Haz #RT y sigue a los que dan Like o retuitean!  #EspañaViva",0,es
RT @ViveCorunaMag: David Bustamante actuará el 11 de octubre en el Palacio de la Ópera https://t.co/oQN8aqfgiR,2,es
? #EnDirecto El Supremo no se plantea detener el #juicioalproces si se convocan elecciones en España https://t.co/xIuUKKWTze,0,es
RT @villagocende: #JuicioProces  Esté Jordi Turull es un mentiroso. Su jefe Puigdemont estuvo riéndose de las advertencias del TC. https://…,0,es
#LaPatriaSonPersonas patriotas no son políticos q mienten y engañan a su pueblo. Q recortan en políticas sociales dandoselo a empresas privadas. Tampoco son partidos repletos d chorizos y estafadores  #SiSePuede @ahorapodemos @MartesPodemos  ??? https://t.co/CfjN0Z4qCT,1,es
"#JuicioDelProces Echo de menos testimonios de gran profundidad intelectual, como los que podían aportar Cris Gallifantes, Bernat  Berlustinho  Castro, Bea Talegón o el simpático terrorista (sin desmerecer en lo criminoso a los tres anteriores) Yónatan Martínez.",0,es
RT @liberalazul: Veo a políticos en el Consejo de Administración de Codere. https://t.co/c2w2IIoa47,1,es
"@canilero9 @ochoabravo32 @RafaColono @AlfonsoIXLeon @vlc_JI @CODEXREVISUS @silvia_yucca @Capdecul1 @rumbletoe @lovenjaire @RAGAFO1 @auroraborreal88 @airebros @David_n_Goliat @ElPaco17170917 @Julii1985 @LauraFangs @may_adell @bla_7863 @JordiMasFont @Morafanova @RamonBerenguerI @barnazen @jordivergesb @ap_poch @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress Es que te informas en fasci-ñol... y claro, ni juicio, ni huelga, ni manís... por cierto... Arrimadas se larga a Madrid, Girauta a Toledo... estamos a ver si Carrizosa lo mandamos a Andalucía... 🤣🤣🤣🤣",1,es
"Simón Bolívar, el mirall trencat del chavisme i Nicolás Maduro https://t.co/9x5NQdNDdP https://t.co/qwIT3lLc8j",2,es
@____oscar_ @ClodoaldoWalsh @sergilunaperez @contraidees Entonces lo tuyo no va ni de democracia ni de antifascismo como sueles decir sino de puro sentimiento identitario.,1,es
15)Y la gota que colmó el vaso: la operación Catalunya con Fernández Díaz intentando imputar falsos delitos a políticos independentistas y presumiendo de haberse cargado la sanidad catalana. Una operación descubierta por Público y cuyo documental fue vetado en tv's estatales,1,es
"@espaip @GFVara @hjaceituno Si fue Sánchez el que fue a hablar con los separatistas, para que le apoyaran para hacer la moción de censura.",0,es
? @InesArrimadas  El bipartidismo del #PPSOE lleva 40 años apoyándose en el nacionalismo y pactando para evitar dar explicaciones sobre la corrupción. Cambiemos esta dinámica con un gobierno nuevo y reformista  en @LasMananas_rne https://t.co/3L7NzrQcVB,0,es
"@abc_es Los informativos de esas cadenas, en concreto A3, están viviendo de los presos políticos, manipuladores y mentirosos, que se rechace a esa gente es natural, no creo que reciban insultos sea algo extraño, cuando ellos están insultando a Catalunya dia si dia también",1,es
"@SanabraTeresa @DaniMateoAgain No, el tema central es la independencia de Cataluña, porque se ve que consiguiendo eso ya se arreglan todos los demás problemas, incluido el de los niños que van al cole sin desayunar.",0,es
"Si es que sois unos mal pensados, joder. Los indepes montaban  botifarradas , ¿verdad? Pues la Beteménita traía el gas pimienta y el gas mostaza. Condimentos ideales para la botifarra. Si en el fondo lo hacían para integrarse, coño. #JudiciTV3CatRadio",1,es
"????¡ATENCIÓN!. Frente a la gestión sostenible y eficaz del agua propuesta por Arrojo (Podemos), V?X, PP y C's proponen: Abascal (como Franco) pide grandes trasvases y presas. El PP lo apoya y añade: MERCANTILIZACIÓN DEL AGUA ?. Y C's apoya ambas propuestas. #LaPatriaSonPersonas",1,es
"Los blanqueadores de dictaduras están entre nosotros. Son el papa, Zapatero, Podemos... Si algún día la democracia vuelva a Venezuela, no será gracias a ellos. Que esta lista sirva para recordar sus nombres. https://t.co/DrRYAt4uG3",0,es
RT @elmundoes: El Gobierno defiende la mesa con los independentistas para hablar del  futuro de España  https://t.co/756xgyimKI,0,es
Somos conscientes que estos presos políticos están encarcelados y  juzgados en españa por dar a #Catalunya el derecho a votar? #AutodeterminacióNoÉsDelicte #JuicioProces Jordi Turull  Hoy llevo un año en prisión  #llibertatPresosPolítics #FelizMartes ??  https://t.co/T3Ktf2k8it,1,es
"Begoña Villacís con su sociedad no declarada y Santiago Abascal viviendo toda su vida del cuento, son la clase de políticos que necesita España, faltaría más.",1,es
"¿Por qué es conocido este hombre, a parte de apoyar a los separatistas?  1) Por decir que Fidel Castro pasará a la historia como una figura del calibre de Mahatma Gandhi o Nelson Mandela.  2) Por su revisionismo histórico a favor del régimen nazi. Está denunciado por UN Watch.",0,es
"@Relojero781 Perfiles como Cris La Perrita Reportadora, practican la persecución y represión por motivo de ideología política contra los que ellos llaman los  reds  (rojos, de izquierdas) y los  yellows  (independentistas). Ésto no sería posible sin cómplices dentro de @TwitterEspana",1,es
"Sabía yo q al final lo d Alsasua terminaría siendo 1 pelea entre amiguetes, y por cierto donde están las féminas defendiendo a las novias agredidas d los G.C.?La manada usó violencia por intimidación pero en el 1-O todo sonrisas.Asi razona la izmierda! #elecciones2019votoderechas https://t.co/lSxD3qfSHU",0,es
"@InesArrimadas @CiudadanosCs Quien pacta con los independentistas ,pactan con los responsables que han convertido esta Cataluña de hoy,irreconocible llena de prejuicios,odio,manipulados y reflejo de conflicto social.https://t.co/dqIN8IB812",0,es
"🇪🇸El verdadero y más grave terrorismo  lazi ... Ésto le hacen a los críos,  indefensos ante el adoctrinamiento salvaje... Sus maestros los utilizan para construir la guerra del futuro... Ni jueces ni políticos los protegen. @Le_Figaro @TConstitucionE #28A  https://t.co/IIooN7RDiV",0,es
"@scottjamesxfact @AllendeThemis @espeBarcelona No sólo no tenemos un sólo programa en castellano, sino que la TV de todos no muestra la pluralidad política, ideológica y social de Cataluña. Llamando a los presos  presos políticos , a Puigdemon  President exiliat , y haciendo una continua propaganda del Procés",0,es
@rule_of_lois @josepcosta @parlamentcat Condena de Atutxa: La misma aberración que los juicios políticos de Madrid actuales.,1,es
"Llegó el día, Venezuela! Tomamos las calles, estamos en en todo el país. Un 23 juramos luchar por la libertad de  Venezuela. Un 23 cumpliremos con nuestro deber. #23FAyudaYLibertad https://t.co/H2sDQEhTNT",2,es
"Torra no es Cataluña, Torra es el separatismo. El diálogo de Sánchez con el Govern de la Generalitat es  ceder ante el independentismo  #L6Narrimadas #GraciasInés https://t.co/9ATKlEE1LZ",0,es
"Su mejor defensor es su hermano, cae bien a todo el mundo. No sé cómo no se dan cuenta que Maite la perjudica muchísimo, sin querer si pero la perjudica. https://t.co/6RXFLSrBLb",2,es
Irene Lozano se equivoca diciendo que el procés catalán es como una violación. Si así fuera Oriol Junqueras y todos los políticos catalanes estarían en libertad como todos los miembros de la manada.,1,es
RT @valedaputaria1: Como eu queria estar agora 😏🔥 https://t.co/vF9LRbTwyu,2,ca
La duodécima tercera sesión del jucio del procés independentista en Catalunya empezará a las 10:00 horas con la declaración del comisario de la Policía Nacional Sebastián Trapote https://t.co/Z3E6S0yFci,2,es
[VÍDEO] Así sabotean manifestantes 'indepes' a los medios de comunicación de ámbito nacional https://t.co/6wjySfTcA2,0,es
"RT @ElditaG: Con los buenos días ☕️😃☀️hay vida, fe y esperanza ✨💫a pesar de la vileza de los hermanos siniestros #VamosBien 🇻🇪 https://t.co…",2,es
RT @okdiario: Torra carga contra la Eurocámara por permitir la conferencia de Vox y no la de Puigdemont: “Es una vergüenza” https://t.co/0x…,0,es
"#LaPatriaSonPersonas Begoña Villacís, candidata de C's a la alcaldía de Madrid, ocultó una sociedad patrimonial de  2 mill.€ y se saltó los estatutos de su partido y la ley de transparencia.  Por eso yo voto a Unidos Podemos!!  Sí se Puede!! ?? https://t.co/zwHnd1SIOo",1,es
"@AnaHHRR Ana, mira ABC.  Boom! #JudasSanchez se plantea: elecciones o cuestión de confianza. Aún baterá récors, puede q crea q aunque no le aprueben los PGE los indepes no quieren  a la derecha .Y sí la quieren,  más lío . Se irá perdiendo moción, PGE y los peores resultados Psoe, 3 veces",0,es
"@XicoTorres1 @manuelvalls Estas comparando a los independentistas con los judíos? En serio? Cada día que pasa os supierais, vaya secta.",0,es
Soraya Rodríguez abandona el PSOE per l'acostament de Sánchez amb els independentistes https://t.co/6tVDklFxAx,2,ca
"De ser cierto esto, van a investigar ó destruirán las pruebas como hicieron con los trenes?.😈🇪🇸 #elecciones2019votoderechas    Sujetos vinculados a la embajada marroquí  intervinieron en el 11-M, denuncia Villarejo al juez https://t.co/NENOXmYFPD",0,es
"El presidente de Turquía, Recep Tayyip Erdogan, acusa a Estados Unidos y la Unión Europea de desafiar a la democracia al querer desalojar a Nicolás Maduro como mandatario de Venezuela. https://t.co/jnFBti6NgA",1,es
"@sanchezcastejon España q queremos os necesita, necesita el empuje de los autónomos. Nunca mas los autónomos deben quedar atras #LaEspañaQueQuieres https://t.co/4qagCzUZeT",1,es
"#makeamove Estén en la cárcel que esten Un abrazo para todos los presos, exiliados y represaliados políticos del estado español,a todos Noche a noche siempre con todos vosotros #Gabón #BonaNit #Boasnoites #BuenasNoches #LlibertatPresosPolítics ? ?? ??   https://t.co/cfB2z3JjY7",1,es
@MierBenoit Con indepes y terroristas no.. y si no llegaban.. pues haberlo ganado en urnas. No es tan complicado.,0,es
"Marlaska, pasará a la historia como  el acercador de presos , gran huella política! No ha encontrado una forma de acercar a las víctimas de ETA y sus cómplices con sus familias! Traidor y cobarde!! https://t.co/bClgx7IpAy",0,es
"@CODEXREVISUS @canilero9 @vlc_JI @David_n_Goliat @Capdecul1 @ochoabravo32 @lovenjaire @jordivergesb @ElPaco17170917 @LauraFangs @RafaColono @AlfonsoIXLeon @RAGAFO1 @may_adell @bla_7863 @JordiMasFont @Julii1985 @Morafanova @RamonBerenguerI @barnazen @ap_poch @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @airebros @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @andalucesAND @altamiranoMLG @aZamblea @AndaluciaINDEP Qué patético eres, si eso lo haces tú... Con los cromitos Goebbels...no puedes evitarlo eres un Nazi, y persigues indepes",1,es
"-Alsina: ¿Usted se fía del Tribunal Europeo de Derechos Humanos? -Torra: Sí me fío, por supuesto. -Alsina: Ahí usted ya tiene experiencia... -Torra: Eh... ¿Por qué? -Alsina: Porque ya recurrió la sentencia del Estatut y le rechazaron el recurso.  #LaRepublicaNoExisteIdiota",0,es
Sánchez no cierra la puerta a pactar de nuevo con los independentistas tras el 28A https://t.co/mqIaDE9A3L Todo un un ejemplo manifiesto de negocio para vivir por el CARETO. LUEGO TU DEBES 1€ A HACIENDA Y TE FORRAN A INTERESES DE  SANCION. PATETICA ESTA SITUACIÓN DEL  TESIS ,0,es
"@gallifantes @anaportis @Esquerra_ERC Recuerda que “están” independentistas, no lo son.  Tendríamos que preguntar a cada uno de los candidatos de Esquerra por su volubilidad en esta cuestión. Es muy importante.",1,es
"Esto  es lo único que les importa Cataluña o sino Venezuela que ni es de aquí, El resto de problemas paro,recortes,subida de la luz,les importa una ?  Casado llama a los votantes de Cs y Vox a que elijan el PP en el Senado para una aplicación dura del 155 https://t.co/aZB0bIHzXC",1,es
@javiercheff @iescolar Y que hubierais querido los  españoles ? Se valiente y suéltalo! Mi padre de 68 años nacido en Extremadura fue a votar  NO  aquel 1 de octubre. Y mi hermana fue con su hijo de 3 años por entonces. Te hubiera gustado que nos reventaran la cabeza por votar?? Eres un asco de persona,1,es
Ese “espacio” era un espacio estrecho confinado por el catalanismo. Sin duda la realidad ha puesto en evidencia su carácter limitado. Ambos políticos han evolucionado en sus planteamientos personales. Habrá que ver hacia dónde y hasta dónde. https://t.co/4XUmZ37Lke,0,es
"Escuchen a Millo en el #JuicioDelProces: imágenes de propaganda que no eran ciertas, que pese a los desmentidos, siguen dando vueltas por el mundo y se asumen como verdad (lo que no quita de los antidisturbios, como es habitual, repartieran a base de bien)",1,es
"El relato del Coronel Pérez de los Cobros dejando desde el principio en evidencia a Forn, Trapero y los Mossos. Que se sepa, con luz y taquígrafos, el comportamiento infame de aquéllos antes, durante y después del referéndum.",0,es
@sorluciacaram Yo tb estoy con la democracia Del derecho a decidir los 40 millones de españoles en todo caso de una forma bajo el marco legal   No hay presos políticos salvo Raúl Macías. Y sus presos están en  prisión pq habían antecedentes q confirmaban el riesgo de fuga (el club de waterloo),0,es
"¡Estamos cansados! ¿Que por qué queremos una reforma administrativa y crear #Tabarnia? porque ya no podemos más, porque se nos ha agotado la paciencia, porque NOS ESTÁN ROBANDO, porque nos están amargando la vida y así no se puede vivir ¡Que broma ni qué broma! ¡Tabarnia ya! ¡ya! https://t.co/6sVQm9YFu3",0,es
"🔴DIRECTO |  No cerramos los colegios porque la interlocutoria decía que solo se debían cerrar si había actividades sobre el referéndum , ha dicho.  https://t.co/g0E2gjhCP0",2,es
Contundente foto y titular del Tageszeitung: “¿Una nueva dictadura franquista? Juicio a los líderes políticos catalanes. https://t.co/MVcDvvpKGJ,1,es
"Cs, ese partido que  ?pacta con Vox en Andalucía ?llama  presidente legítimo  a un golpista venezolano,  Se pone loco porque el Gobierno se siente a hablar con los nacionalistas catalanes. ????????????  Viñeta de @EnekoHumor  #RelatorARV #FelizMiércoles https://t.co/E4KljGV2t5",1,es
RT @Adriana385: Hay que desnazificar de nacionalismo vasco Navarra https://t.co/jHjxJ4iUML vía @navarra_com,0,es
"Qué vergüenza: El linchamiento del mosso que dijo: “La república no existe, idiota” https://t.co/h1xszwrSgd",0,es
Puigdemont sobre Junqueras:  Asistimos a un discurso de grandeza política   https://t.co/LovVlIVKN4,1,es
✊ «El repunte del fascismo no logrará acallar la voz de los sin voz y no podrá ahogar las ansias de libertad de nuestros pueblos. Lo único que conseguirá es reafirmarnos en nuestras convicciones».  🔝 @marianbeitia en la presentación de la candidatura #AhoraRepúblicas en Madrid. https://t.co/acC5tXEtFu,1,es
"RT @AsterixIndgnado: La Patria son l@s pensionist@s, l@s estudiantes, l@s profesor@s...LAS DE ABAJO!!!  #LaPatriaSonPersonas https://t.co/D…",1,ca
"@er_pllo Venga Èric, dudo que a ti te haga gracia que se negocie de tú a tú, en presencia de un relator, con los indepes hiperventilados.",1,es
@BromiusBCN El político más cabal y preparado que tuvo nunca la antigua CiU. Así que si él opina eso del Pelomocho...  #LaSilenciosaCat #28AVotaCambio #TIraníaNacionalista,0,es
"🔴🔴El 1-O hay mucho q agradecer,tanto a los cuerpos y fuerzas d seguridad dl estado como también al @PPopular y a muchos d sus miembros q han posibilitado con su intervención el juicio a los golpistas dl PdeCat y ERC ‼️ #YoNoVoy8M #HuelgaFeminista8M https://t.co/Th7YqI8FZj",0,es
"Damos premio Lazi al siguiente pues es una persona de paz y nunca insulta a nadie, y además no tiene prejuicios en absoluto,  España profunda , ¿ qué sera ? ¿ esos seres de tara genética a los que se refería Torra, u otros políticos indepes? https://t.co/ODe4zlUUEa",0,es
"No es la primera vez que es preguntado por la actualidad política, o por medidas que tomará Vox si llega al poder, y no sabe responder ni a una sola de las preguntas.  Es lo que pasa cuando basas tu candidatura en: más caza, cero abortos y cárcel para independentistas.",1,es
"@ElJudici @omnium Los nuevos fascistas del separatismo catalán “acusando” con mentiras y manipulación. Bienvenidos a la reedición de Goebbels, nazionalistas del siglo XXI...   https://t.co/nQxsTJtfFF",0,es
@gabrielrufian @lliris66 Alguien debería de querellarse como acusación particular contra VOX y todos los políticos que están cometiendo perjurio. @KRLS @JaumeAlonsoCuev @QuimTorraiPla,1,es
"@canilero9 @vlc_JI @David_n_Goliat @Capdecul1 @ochoabravo32 @lovenjaire @jordivergesb @ElPaco17170917 @LauraFangs @RafaColono @AlfonsoIXLeon @RAGAFO1 @may_adell @bla_7863 @JordiMasFont @Julii1985 @CODEXREVISUS @Morafanova @RamonBerenguerI @barnazen @ap_poch @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @airebros @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress @tadeajones88 @miquiadrover @jaralezo Toloves en tu comunidad hay mucho indepe andaluz que se suma al carro, y te aseguro que estarán resurgiendo con fuerza...",1,es
"@TelletxeaPia @Pous Vaya, deberías informarte. Los nacionalistas “de izquierdas” catalanes, vascos y gallegos han rechazado que se presente con ellos a la europeas a los independentistas andaluces. No sé si será por supremacismo o xenofobia. A saber. Todo muy germanor dels pobles oprimits y todo eso",0,es
"✅Este domingo 10 de marzo a las 12:00, nuevo acto público #PorMadridParaEspaña con @monasterioR (Presidente de VOX Madrid) y @RuizSolas (Comité Ejecutivo Nacional)   📌 Hotel La Princesa, crta. M-506, KM 9 salida Móstoles Centro  #VOXSaleAGanar #NoHablesEnMiNombre #EspañaViva https://t.co/Dftx1tDkob",0,es
El prior del Valle de los Caídos llevará el caso al Tribunal de los Derechos Humanos.   Sí... a un genocida que asesinó más de 200.000 personas.  Para este tipo de retraso mental no existe tratamiento ?  #VivaEspaña  https://t.co/v0L2oPC1R3,1,es
¡Mucho ánimo @ipardo_romera! Son violentos porque la única razón que les queda es la fuerza. La democracia y la justicia les ha derrotado #BouBCN2019 #NNGG https://t.co/gn9xxd4uN4,0,es
"Menuda lección de democracia y de respeto a los derechos humanos, de política, de derecho y de historia está dando Oriol Junqueras a todo un tribunal Supremo. Y por ende, a toda España. #LlibertatPresosPolítics",1,es
"Como cantaria Leonard Cohen  aleluya, aleluya .... TV-3 reconoce por primera vez que la declaración de independencia fue 'fake' https://t.co/o36buNz5wR",0,es
"@vilaseca_pol @jonathanmartinz Yo soy castellano nacido en la cuidad más española q puedas imaginar, hijo de Martín y Lope, y además estoy a favor d q los Catalanes decidan su futuro, y a favor d la independencia d Cataluña. No veo qué problema ves en ser castellano e independentista. ¿Me lo aclaras por favor?",1,es
Albert Rivera es Pablo Casado nevado. Inés Arrimadas es Andrea Levy fascista. Santi Abascal es Pablo Casado con pipa. Cristina Seguí es Inés Arrimadas nazi. Arcadi Espada es Albert Rivera con la chorra fuera. Toni Cantó es Xavier G. Albiol sin disimular. #ThisIsTheRealSpain,1,es
"@lozanoirene La represión del referéndum catalán provocó mil heridos entre la población civil. Ni olvido, ni perdón. https://t.co/MbOhYa44nd",1,es
"@vox_es Así debe de ser, el dinero público es para servir a la población no a los partidos políticos y mucho menos a sus integrantes. Acá los partidos reciben dinero del estado para campaña, habiendo tanta necesidad en el pueblo, es un insulto!!",0,es
"Con los medios del régimen y con el rey ,como la mayoría de la gente se dee cuenta ,pueden acabar cayendo todos,la gente k aún se auto engaña ,como vea la trama tramposa,y se cabreen,pueden conseguir lo contrario de lo k pretenden puede acabar con una república en toda España",1,es
"@elputuamu Lo bueno de esto es que por fin se quitan la careta y dejan bien claro que erc es republicana federalista apañola y que la independencia de Catalunya se la suda.  Espero que sus ingenuos votantes sepan lo que hacen en el futuro, si desean la República de Catalunya: no votarlos.",1,es
"Semana 3 del  juicio al procès , que podría ser bautizada como  la semana de los testigos políticos , dado que Marchena ha intentado que los con un perfil más político declararan todos al principio. Abro hilo de resumen y valoración.",1,es
"El error de Sánchez ahora (y de Rajoy antes) es escuchar los delirios de los sectarios sin responder con exigencias básicas de respeto y democracia. Si se ha de hablar, hablemos de TODO.",0,es
"@Nuria_amb_seny @Carme_SG @QuimTorraiPla @Antonio_Tajani @Europarl_EN @KRLS @Europarl_FR @Europarl_CAT Yo defiendo el respeto, del cual carecen los independentistas. No hay ningún motivo para insultar al rey, aún siendo republicano. Si no lo entiendes es tu problema.",0,es
"#EnricMillo #JuicioProces   Aunque en @laSextaTV ya no lo sacan, lo tengo aquí: momento de acoso al periodista Hilario Pino, a quien le quitan el micrófono en directo. https://t.co/cPL7xdMJma",0,es
Crean una especie de tirita que ayuda a diagnosticar la fibrosis quística #España https://t.co/lwUjbAVrgB,1,es
No olvidemos que la acusación está basada enteramente en unos informes realizados por unos tíos que a duras penas saben leer y escribir y que vivieron en un barco de la Warner Bros durante un mes. Que luego se rían de los fiscales que los citan es casi inevitable. #JudiciFarsa,1,es
"Datos frente a propaganda.Corte por corte, fecha y lugar. Los bloqueos de carreteras más largos en Catalunya se produjeron con el 155 en vigor o sea cuando los Mossos los controlaba el Ministerio del Interior. Un trabajo de @apuente y @paurodra https://t.co/DQTkFmLlP2",1,es
"@Carbazas_  Emosido engañados  Los catalanes no son ovejas (Turull) Soy independentista pero no idiota (Sanchez) Para #BubónCulpable los españoles son ovejas e idiotas, lo demuestran cada segundo con sus actos, modo de vida y discurso reiterado Españoles, Franco ha muerto Y vivís engañados",1,es
"Pues sí, el origen de la noticia (de hace un año) sobre la democracia defectuosa es Bea Talegón. Ayer a las 11:20.  Asombroso la cantidad de gente que la imita, dando la noticia por actual. Cuevillas y Queralt (padre) entre otros.  Y El Nacional en la fiesta, claro, siempre.",0,es
"RT @CaraotaDigital: ¡Dando ejemplo! La reflexión de Nacho en el Venezuela Aid Live          ,,          https://t.co/GVuRQELWUT",2,es
"@paranoiadedios Cierto. Los partidos políticos confunden Gobierno con partido político. Y así nos ha ido hasta ahora, lleno de ineptos e incompetentes. Y el actual @PSOE también tiene mucho que callar al hablar de la corrupción del @PPopular. ¿Y los #EREs, qué?  #LaSilenciosaCat  #28AVotaCambio",0,es
"@jonathanmartinz Estos unionistas no para de cagarla hoy este, ayer el del lanzamiento de murallas humanas, más la pava del Borell... https://t.co/s1uEaF1Lg8",1,es
"Mediadores internacionales de gran prestigio ningunean al independentismo:  Los secesionistas tienen el interés de internacionalizar el problema, pero éste no es un problema de dimensión internacional.  Cataluña no es Irlanda del Norte ni Palestina .  https://t.co/5qwvBfFbtM",0,es
RT @solescobar67: @InesArrimadas @CiudadanosCs @Albert_Rivera Arrimadas se comenta por ahi que las encuestas en Catalunya no te son muy fav…,1,es
Repulsivo vídeo de Álvaro Ojeda dedicado a Rufián sobre el traslado de los presos | Vía @En_Blau_es  https://t.co/swCfr5qBDi,1,es
RT @sedlr_: Les voy a condenar a 30 años pero les dejo llevar el lazo amarillo. #JudiciFARSA,1,es
"#LaPatriaSonPersonas     y este tipo de gente sin son pandemia y hay que erradicarla ,de dictadores estamos ya llenos https://t.co/bcViu6a9Rp",1,es
Los independentistas no dejan pasar ninguna oportunidad para introducir su relato de odio a España a los más pequeños. Ni en carnaval descansan. https://t.co/lHsBDBLMI2,0,es
"@centristas @Pepa21274404 ?Pero para TV3, RAC, las embajadas, mantener a Puigdemont y empresas afines, sí hay dinero. #sinverguenzas #LaSilenciosaCat  #GolpistasAPrisión  #TiraníaNacionalista https://t.co/QySUWn5upV",0,es
"siga adelante, el que para se hunde! https://t.co/9bfkWUlt9I",2,es
🎥@carrizosacarlos “No merece el apoyo de los constitucionalistas aquel que ha estado apoyando un gobierno que provoca un paro gubernamental para ir a un juicio a apoyar a los que dieron el golpe a la democracia y dejar a los catalanes sometidos a los CDR” #ActualidadCs https://t.co/epBfmonPWq,0,es
El tribunal permite el catalán a los acusados y rechaza la declaración de Puigdemont https://t.co/53L4Goltfv,0,es
"Soy uno más en la lucha para recuperar la ilusión.   Por un país que te hace sonreír, de gente abierta y educada, innovador y tradicional, una nación que transformó el mundo y que ha de seguir a la vanguardia de éste. #España #vox #españaviva y #vivaespaña #SiguemeYTeSigoVOX",0,es
